V,HS_ed,CN_ed,TARGET,SOURCE_ANNOTATOR,index,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
V6_lab,Gays are a problem in our society. They have ruined so many societies.,"It is hard to find examples of a society ruined by homosexuality. Actually, It is hard to find any good examples at all.",LGBT+,ANNOTATOR_1,4020.0,train,train,train,test,validation
V6_lab,Gays are a problem in our society. They have ruined so many societies.,I think that the way we feel about homosexuality affects how we think about other people in general. Maybe we need to remember that we are all born equal in the eyes of God.,LGBT+,ANNOTATOR_1,4021.0,train,train,train,test,train
V6_lab,Gays are a problem in our society. ,"We are all born equal in the eyes of God, but not all seem to be happy with that. We cannot allow those who don't want to change to ruin our society. ",LGBT+,ANNOTATOR_1,4022.0,train,train,train,test,train
V6_lab,Faggots are violent: we need to get rid of them.,Gay men have been shown time and time again that they are very peaceful people.,LGBT+,ANNOTATOR_1,4023.0,train,train,train,test,train
V6_lab,Gay is a mental disorder.,Gender and sexuality are not psychological disorders. Don't you think so?,LGBT+,ANNOTATOR_1,4024.0,train,train,train,test,train
V6_lab,You should know that I can't stand gays. They just want to destroy our country.,"Even if you were right about homosexuality being a problem, still the main problem is the lack of morality in society and in the ruling class. Of course, this has nothing to do with 'the gays'.",LGBT+,ANNOTATOR_1,4025.0,train,train,train,test,train
V6_lab,I think this girl is gay because of the way she dresses.,"Sure, it's possible to identify gay by appearance... Don't you think this is really simplistic? ",LGBT+,ANNOTATOR_1,4026.0,train,train,train,test,validation
V6_lab,Gays are violent people who need to be isolated and isolated soon.,Since when did 'isolating' fit in with the concept of love and rule of law?,LGBT+,ANNOTATOR_1,4027.0,train,validation,train,test,train
V6_lab,It is not only about transgenders and gays. It is also about the Motherland. We must protect our soil and our democracy. We are obliged to protect our people and our country from those faggots. ,"The Motherland is defined by its citizens, not by the gender they choose to identify with.",LGBT+,ANNOTATOR_1,4028.0,train,train,train,test,train
V6_lab,Gay people are a burden on the sanitary system because of their risky sexual behavior.,Gays are not a burden on the sanitary system. Their sexual behavior is more cautious than before.  ,LGBT+,ANNOTATOR_1,4029.0,train,validation,train,test,train
V6_lab,Homosexuals are just sick. They should be isolated and isolated soon.,"Homosexuals are not sick, but they might have a mental health crisis because of prejudice. Being isolated from society can only worsen the situation.",LGBT+,ANNOTATOR_1,4030.0,train,train,train,test,train
V6_lab,LGBTI people are a burden on society because of how they are different.,"In many countries, LGBTI people can legally live their lives. Why do you think it is a burden in others' eyes?",LGBT+,ANNOTATOR_1,4031.0,train,train,train,test,train
V6_lab,LGBTI people are a burden on society and should be excluded from it.,"You can't put a legal, social or political stigma on an individual just because of sexual orientation. People out there have the right to be defined by their identities and not by their sexual orientation. ",LGBT+,ANNOTATOR_1,4032.0,train,train,train,test,validation
V6_lab,Homosexuals are less than human.  ,"Do you really think that homosexuals are less human than non-homosexual people? You should know that in the definition of ""human"" there is no reference to sexual preferences. ",LGBT+,ANNOTATOR_1,4033.0,train,train,train,test,train
V6_lab,The West has let this LGBT genie out of the bottle. It has allowed thousands of our people's lives to degenerate into sexual depravation.,"The idea that the West has 'let' the 'world' degenerate is just wishful thinking. In a more tolerant time, the West would welcome people of different sexual orientations.",LGBT+,ANNOTATOR_1,4034.0,train,train,train,test,train
V6_lab,Gays are worse than nukes. They are our enemies.,"All people, regardless of race, religion, gender, sexual orientation, should have the right to live together in peace and safety, as long as they do not put their fellow citizens at risk.",LGBT+,ANNOTATOR_1,4035.0,train,train,train,test,train
V6_lab,Homosexuality is a disease!,"That's not true. Homosexuality is not a disorder, its an individual matter. If you are against homosexuals you should talk to them face-to-face.",LGBT+,ANNOTATOR_1,4036.0,train,train,train,test,train
V6_lab,Gays are a threat to our civilization we should get rid of them.,"On the contrary: homosexuals are an ally and supporter of freedom, civil rights, and democracy in the world. We cannot afford to lose this support.",LGBT+,ANNOTATOR_1,4037.0,train,train,train,test,train
V6_lab,Migrants are not welcome here.,Remember we live in a free and democratic country.,MIGRANTS,ANNOTATOR_1,4038.0,train,test,train,validation,train
V6_lab,Migrants are not welcome here.,"They are welcome in our country, because we are a multicultural society.",MIGRANTS,ANNOTATOR_1,4039.0,excessive,excessive,excessive,excessive,excessive
V6_lab,Refugees are a burden to the host country.,"We cannot refuse to house them, to feed them, to cure them, and expect them to assimilate.",MIGRANTS,ANNOTATOR_1,4040.0,train,test,train,train,train
V6_lab,We cannot coexist with immigrants. They are a problem.,"We should not ignore the very real fact that racism and xenophobia exist in our country. In this day and age, it is better to address them.",MIGRANTS,ANNOTATOR_1,4041.0,excessive,excessive,excessive,excessive,excessive
V6_lab,We should deport all those that do not want to assimilate into Western society.,The reason we have migrants in the first place is because they flee from wars we are responsible of...,MIGRANTS,ANNOTATOR_1,4042.0,validation,test,train,train,train
V6_lab,"Immigrants steal our jobs, at least we should underpay them. ","They have the right to be treated as guest workers, and they have the right to be paid what is reasonable according to the law. ",MIGRANTS,ANNOTATOR_1,4043.0,train,test,train,train,train
V6_lab,Immigrants are not interested in our culture.,"Immigrants come here to enjoy our country and culture, and we have to welcome them as we would like to be welcomed. ",MIGRANTS,ANNOTATOR_1,4044.0,validation,test,train,train,train
V6_lab,Migrants are the cause of our problems.,"You can't blame immigrants for our problems. It is rather about the ""dream"" of ethnically pure nations while living in a democratic and open world. The result has been that democracy has taken over that nightmare.",MIGRANTS,ANNOTATOR_1,4045.0,excessive,excessive,excessive,excessive,excessive
V6_lab,We can't keep this country homogeneous anymore!,"Migrants do contribute to our society, and it would be a shame to keep them out.",MIGRANTS,ANNOTATOR_1,4046.0,train,test,train,train,train
V6_lab,"We are not interested in migrants, we just want to eliminate them.","Why would you say such a thing? Everyone is allowed to be a citizen of the EU and freely integrate. And, on the other hand, most migrants are good for the economy of the country they settle in.",MIGRANTS,ANNOTATOR_1,4047.0,train,test,train,train,train
V6_lab,The world would be a better place without immigrants.,It is far from certain that immigrants have a negative effect on our society.,MIGRANTS,ANNOTATOR_1,4048.0,train,test,train,train,train
V6_lab,Immigrants steal our jobs and even our pensions. They are not welcome here!,"If we considered foreigners a ""troublemaker"" then we should probably be less welcoming, but it seems we are still not willing to give up our ""standard of living"" that needs migrants to be borne.",MIGRANTS,ANNOTATOR_1,4049.0,train,test,train,train,train
V6_lab,Migrants... We are still giving these criminals a free pass!,The presumption of innocence is one of the main principles of our justice system. This means that your opinion is not enough for pleading someone guilty.,MIGRANTS,ANNOTATOR_1,4050.0,train,test,train,train,train
V6_lab,"Immigrants break the law every day, they should be expelled.",Immigrants in the UK who have settled here legally have all the right to remain.,MIGRANTS,ANNOTATOR_1,4051.0,train,test,train,train,train
V6_lab,Refugees are just lazy people who don't mind where to live as long as they can do it on our welfare.,This is not true. All asylum seekers who come to our country do so with the explicit intention of having a fair chance of working and living here.,MIGRANTS,ANNOTATOR_1,4052.0,excessive,excessive,excessive,excessive,excessive
V6_lab,The main problem is that these migrants do not want to integrate in our country.,Migrants are welcome to come if they contribute to legal activities and accept our laws. And to my knowledge most of them don't do anything illegal.,MIGRANTS,ANNOTATOR_1,4053.0,train,test,train,train,train
